30,60,55,59,80,46,20,3,16,24,4,86,1,34,58,18,3,1,25,6
32,30,69,42,45,73,68,32,15,66,30,23,75,96,46,80,56,13,64,68
43,14,90,31,45,34,91,54,36,57,56,80,100,76,29,89,28,78,12,83
51,22,6,27,47,41,20,33,34,30,97,100,13,34,76,15,70,3,61,92
9,90,31,76,28,53,30,61,79,63,69,29,37,64,10,94,89,15,89,15
27,8,5,100,68,90,50,37,49,72,72,72,20,42,11,1,3,33,50,31
81,25,20,19,91,78,89,14,47,29,56,67,72,58,74,44,35,91,32,78
3,6,73,79,91,7,51,92,14,42,54,42,18,96,36,2,43,62,77,49
93,45,73,20,75,28,28,65,89,37,88,50,99,62,59,24,9,2,96,55
74,2,88,100,27,38,54,66,68,79,40,95,2,16,30,71,8,32,65,88
49,90,59,81,69,87,58,68,84,14,46,96,4,84,72,70,8,20,49,99
58,20,8,43,14,42,42,75,66,91,21,74,81,73,37,27,91,28,44,2
24,10,93,73,13,24,2,85,99,29,76,39,86,11,72,33,97,3,19,36
46,31,81,50,20,60,71,52,98,50,55,5,57,17,100,10,40,84,45,54
97,46,29,81,15,48,51,16,26,79,36,59,76,30,9,5,32,77,49,75
55,11,55,36,59,90,39,39,63,68,71,57,52,43,47,76,56,73,87,98
53,100,99,8,8,94,7,83,73,15,11,36,59,53,10,33,80,83,72,70
24,34,72,60,83,82,36,18,50,70,1,89,20,28,73,53,80,77,63,28
49,30,84,92,73,71,24,33,85,13,60,63,51,83,92,96,87,13,9,96
63,7,44,20,93,75,21,97,20,95,66,63,6,80,9,67,80,39,12,91
68,30,48,44,50,90,82,81,13,89,59,30,6,28,52,48,1,3,58,46
40,5,57,75,66,7,40,23,1,52,91,8,34,62,56,65,92,1,47,74
37,51,27,4,90,34,6,100,16,68,64,30,64,11,69,67,2,1,55,56
99,77,75,95,54,1,38,7,54,98,53,24,90,67,30,24,3,17,4,100
4,64,51,77,29,83,78,43,52,13,26,35,68,35,61,81,72,16,58,39
89,9,65,56,98,51,17,41,39,76,6,85,69,67,20,51,54,52,63,89
92,9,31,19,4,37,92,41,32,83,74,17,70,30,66,44,53,42,49,90
80,78,14,50,33,23,32,12,1,79,17,16,80,69,70,71,51,60,17,39
10,91,48,52,98,54,33,43,82,20,29,51,67,40,46,56,7,28,76,73
27,54,37,100,37,29,21,62,64,43,26,61,52,40,16,26,24,60,80,92
34,11,79,86,31,7,77,99,45,2,55,17,34,21,43,8,12,59,30,91
68,83,79,97,13,9,7,22,25,33,55,64,94,73,60,59,99,13,51,9
14,34,67,68,92,7,96,36,81,14,79,85,25,82,33,68,8,8,24,4
73,30,14,41,14,41,16,27,83,46,87,79,52,93,84,59,7,4,20,58
11,75,3,94,34,13,29,30,86,58,79,27,75,52,13,54,67,17,81,1
66,2,56,48,90,45,69,19,47,80,97,32,26,20,26,48,35,53,7,20
50,5,31,24,50,90,15,3,98,42,19,19,85,61,94,33,13,85,20,3
78,67,94,40,62,36,52,45,85,54,94,45,54,20,66,44,64,31,98,80
72,61,99,71,59,13,73,25,8,93,5,33,92,42,76,77,75,20,58,20
91,53,29,56,70,57,93,87,24,90,25,28,36,86,82,100,81,7,59,96
90,73,81,76,3,88,74,53,82,55,1,94,94,43,5,27,27,95,96,78
34,71,90,100,53,35,75,92,41,91,68,40,93,93,42,80,44,25,11,82
70,79,60,97,4,5,41,98,47,6,91,38,59,38,73,14,41,63,88,43
20,29,89,54,83,15,24,59,96,81,58,60,11,70,14,4,61,21,90,31
4,70,95,97,34,8,53,12,97,34,16,7,37,59,64,46,78,25,22,69
75,56,55,12,85,75,22,93,77,23,51,21,28,11,25,57,95,75,17,86
51,40,73,6,25,46,85,60,58,83,57,73,27,42,84,24,14,16,65,88
48,7,58,31,59,67,67,89,92,35,19,58,23,93,84,15,26,83,19,90
91,79,3,59,94,70,82,43,50,17,33,21,1,6,46,68,38,10,12,85
61,34,45,54,5,58,80,61,17,3,72,85,90,39,40,36,100,98,37,49
62,61,65,91,6,63,47,8,33,96,56,43,46,25,97,52,35,66,41,49
86,75,53,55,3,88,31,93,30,69,15,55,58,23,1,70,90,29,9,7
81,11,38,44,69,67,69,65,56,87,39,53,32,36,40,60,24,87,69,46
58,13,94,55,60,88,99,11,7,94,40,19,100,93,49,51,23,4,55,60
19,55,83,72,12,47,77,71,7,69,58,9,99,51,62,78,100,77,99,12
24,49,85,2,80,15,83,40,17,92,2,47,97,81,8,69,96,90,22,35
89,90,38,81,62,7,71,9,95,26,58,4,67,36,15,32,64,62,92,27
3,80,60,15,8,72,60,22,82,89,94,44,73,46,66,84,51,73,67,59
49,74,88,48,7,31,76,25,72,93,11,56,34,96,22,67,36,47,75,44
17,6,94,26,14,68,50,23,98,31,74,64,53,14,12,59,77,76,38,42
98,8,67,37,79,66,87,71,100,8,98,4,28,8,5,2,79,1,48,6
72,9,21,67,10,54,7,76,99,77,61,71,72,71,17,84,3,20,11,26
51,80,66,17,24,72,97,55,16,9,72,17,78,94,52,12,6,10,89,25
48,95,8,28,25,51,10,56,96,73,31,60,9,11,87,85,33,17,45,71
6,69,41,20,11,49,55,64,54,45,46,61,23,66,77,34,80,95,67,66
69,14,67,20,86,50,41,99,8,66,5,78,21,15,14,43,64,85,73,12
5,73,94,33,70,94,11,64,32,17,39,6,63,70,7,80,99,14,29,13
8,12,82,89,74,39,73,61,90,54,37,86,73,63,68,15,16,67,60,8
53,12,49,48,66,12,62,91,84,64,29,39,84,5,49,61,62,4,38,74
10,65,76,41,52,25,79,58,1,2,82,40,2,80,50,94,31,15,80,56
82,33,42,18,33,69,57,34,65,48,46,33,21,99,32,64,9,19,8,84
82,66,98,97,67,84,82,96,81,89,81,56,47,44,33,5,88,65,100,11
73,75,99,41,12,98,58,44,25,12,80,30,38,35,91,70,60,86,78,26
15,59,87,85,15,22,95,61,7,45,29,37,35,5,46,26,31,86,1,6
66,75,39,62,2,77,88,73,27,66,7,35,7,23,75,70,17,50,89,66
52,24,46,38,97,59,51,68,11,30,6,64,77,59,19,37,34,79,87,28
98,74,25,88,98,41,79,22,49,96,64,67,41,61,9,55,7,28,70,71
65,98,79,79,13,52,48,9,42,70,43,100,68,26,21,23,66,97,89,14
81,87,89,47,47,50,83,28,39,21,91,95,56,66,56,91,25,100,47,53
46,9,92,82,66,66,33,87,89,56,42,36,6,7,67,38,76,9,38,5
44,37,56,90,30,75,98,56,43,88,16,20,31,95,94,8,30,33,9,11
83,37,60,43,76,31,28,47,29,56,54,92,97,10,5,4,42,27,100,47
9,69,15,34,56,9,8,44,5,76,94,29,94,34,17,63,6,22,87,72
14,60,90,60,43,83,76,78,22,90,67,56,38,66,44,94,4,77,1,61
18,79,46,91,27,39,84,66,24,85,40,92,62,51,33,32,19,37,68,21
40,37,21,71,76,78,93,66,3,14,26,10,57,54,9,75,28,16,66,62
84,21,90,38,90,18,33,17,71,19,85,26,84,38,82,29,7,17,42,70
81,9,77,74,73,11,81,44,1,16,95,43,96,77,40,13,34,90,48,32
7,78,89,96,41,91,54,51,62,3,38,58,8,29,66,52,5,95,39,81
40,21,29,55,94,88,47,38,41,1,7,90,89,65,57,39,11,52,46,18
53,39,68,55,26,100,83,49,25,60,19,22,57,93,1,98,8,2,3,25
42,56,67,32,54,87,96,35,66,61,58,97,20,34,66,30,91,42,43,60
66,23,13,8,96,4,8,78,33,92,19,44,23,82,32,60,32,13,11,87
63,65,41,19,27,55,71,39,11,74,30,79,71,79,27,58,60,96,5,82
30,49,28,10,26,100,24,72,54,31,47,53,60,13,47,62,38,28,56,60
44,16,72,47,93,52,40,49,17,50,35,34,59,16,63,57,96,90,62,1
2,79,29,1,7,88,27,73,89,26,32,44,97,42,81,28,75,90,74,95
99,11,90,92,30,8,84,94,67,74,46,72,59,69,57,16,89,78,26,80
17,30,83,65,60,99,100,52,85,12,24,92,10,66,3,74,60,91,73,40
11,24,40,1,21,93,65,91,77,75,3,90,17,68,80,4,69,2,72,88
38,54,50,4,64,57,71,22,81,81,66,14,11,1,28,81,40,96,51,68
20,10,70,21,80,44,94,88,64,75,16,12,15,13,83,41,23,8,90,25
49,41,84,46,51,34,69,9,72,34,81,90,68,77,69,84,14,29,78,17
34,11,61,13,66,73,57,47,69,59,41,66,64,85,61,98,18,49,50,87
96,12,58,1,80,2,39,3,33,47,33,5,38,75,39,43,94,98,77,33
93,79,33,73,24,38,64,81,54,9,75,51,17,95,7,6,4,57,67,33
6,30,46,36,61,93,37,18,88,83,75,90,39,92,100,79,88,28,98,41
74,61,72,79,12,55,41,17,6,69,18,39,80,23,67,64,53,13,12,77
27,97,89,44,52,48,37,19,51,27,12,30,40,51,23,51,81,16,87,17
43,44,73,44,84,50,47,70,44,97,18,24,76,79,10,57,45,27,57,69
55,70,2,5,93,31,51,22,91,19,63,21,30,53,25,31,35,44,13,65
95,76,68,5,50,96,92,30,64,30,85,39,65,62,91,75,76,40,98,83
42,44,44,10,28,99,21,77,99,42,52,60,89,56,22,34,37,43,84,38
99,66,44,60,66,52,34,51,59,24,17,27,21,74,48,89,56,62,7,12
31,11,12,25,92,100,58,91,85,20,72,63,49,7,91,34,89,45,28,86
71,94,82,85,51,46,49,6,47,71,91,81,12,50,20,80,85,2,41,72
67,19,33,86,98,43,27,44,55,19,22,11,14,23,45,81,25,4,63,58
54,27,25,97,20,22,58,58,18,53,88,73,7,34,62,6,44,40,92,75
70,80,35,49,12,20,88,57,64,30,22,65,8,56,60,41,83,98,42,76
67,49,38,23,30,84,7,83,97,47,84,48,63,75,67,97,16,55,72,56
18,77,55,23,40,73,45,13,54,93,86,94,42,42,27,42,76,92,98,81
13,40,57,54,43,53,9,31,48,22,53,10,64,51,43,34,88,33,44,68
100,28,40,77,32,83,57,1,80,1,48,60,86,13,80,64,51,30,64,54
18,4,40,35,70,52,54,96,10,91,89,24,77,22,94,86,58,88,91,69
4,68,52,47,10,56,77,77,89,69,7,4,98,30,47,79,86,78,88,96
57,43,66,64,41,22,24,76,1,52,51,58,79,45,31,54,99,40,15,63
89,46,96,92,30,59,59,14,52,53,63,85,94,25,44,75,80,89,21,82
67,61,73,17,31,15,46,35,68,11,74,56,74,27,31,74,36,43,63,19
20,6,41,72,11,6,87,16,57,100,23,84,26,90,28,45,51,47,78,76
37,32,84,58,60,69,67,50,48,36,3,21,72,59,14,86,26,43,25,23
47,78,14,44,29,61,36,81,33,63,14,63,70,94,17,50,51,46,37,42
99,70,7,89,16,22,35,64,61,40,77,18,78,62,50,95,8,70,35,80
16,13,9,40,1,41,26,69,92,1,97,29,75,26,9,80,6,10,46,40
86,14,17,18,29,63,96,64,69,55,39,2,32,11,93,14,64,74,18,5
65,10,33,64,56,56,30,73,95,51,100,71,52,55,15,24,62,14,75,21
38,1,31,63,88,13,16,86,10,25,33,96,78,45,17,13,9,50,10,5
20,43,2,33,5,17,37,63,52,5,14,75,58,70,72,54,61,26,90,64
43,66,54,81,91,1,75,19,12,85,39,76,96,76,68,6,55,60,9,26
49,73,10,100,14,42,71,58,55,5,57,55,18,40,36,47,86,23,79,42
13,54,15,99,84,49,71,17,69,32,64,29,91,57,10,99,65,96,85,18
59,11,64,13,81,16,1,91,15,79,55,25,76,21,1,69,28,7,46,89
23,64,86,24,92,67,38,8,78,98,32,29,29,95,38,88,11,19,61,35
39,13,98,3,14,2,91,34,40,59,16,97,63,52,79,50,7,63,36,21
59,14,58,61,51,12,32,59,90,78,16,24,47,28,45,29,63,30,76,80
26,10,100,12,41,96,60,48,31,73,14,54,13,23,10,19,70,14,59,3
30,15,56,41,18,98,30,81,7,66,71,21,55,96,81,97,28,19,62,4
62,17,52,89,58,4,13,54,22,67,47,44,97,69,66,76,43,96,85,53
27,20,34,55,61,50,39,23,9,94,12,15,45,71,46,96,37,30,46,94
83,32,44,37,22,87,82,71,96,54,71,38,60,66,54,68,9,24,89,61
99,32,50,21,52,25,99,15,2,40,18,80,12,78,53,19,7,67,50,61
74,22,8,45,99,84,87,66,12,68,81,82,20,59,63,29,13,1,63,65
35,26,89,96,49,82,9,64,2,45,52,91,17,51,65,6,68,8,57,93
59,90,7,13,70,63,34,23,22,14,55,55,4,88,20,5,22,31,73,22
11,71,44,48,42,1,24,19,2,44,21,82,28,40,81,28,24,23,55,89
91,56,83,86,4,38,32,17,65,55,79,71,24,25,20,18,1,70,79,5
88,19,40,5,30,91,99,15,52,40,53,5,36,29,42,68,73,71,45,82
82,22,62,70,81,69,55,21,25,40,58,15,14,91,24,91,57,86,92,4
27,8,82,98,35,38,75,96,20,76,43,24,100,71,28,36,56,56,9,42
60,92,89,29,9,64,85,2,10,53,73,25,52,86,1,11,75,58,100,60
3,71,94,14,52,25,17,96,37,50,8,18,39,38,93,80,83,54,73,20
43,56,20,69,37,58,91,3,1,9,60,24,25,64,53,47,40,86,56,80
32,32,26,91,74,99,11,98,61,26,87,28,37,4,47,69,14,45,15,22
17,17,90,62,53,85,75,30,48,45,45,96,40,93,53,69,20,39,84,18
18,63,60,90,81,29,73,53,31,64,66,35,93,47,34,43,73,60,73,62
43,99,51,20,82,69,72,87,75,71,31,30,50,52,34,66,67,31,42,95
10,18,62,76,19,36,14,90,84,100,61,41,61,77,99,64,6,11,28,67
60,26,82,35,13,99,45,19,27,94,28,31,1,34,48,53,39,38,32,22
48,40,54,42,83,9,51,67,52,10,80,76,59,63,75,20,50,23,59,92
70,8,21,16,64,26,54,95,45,96,80,36,78,33,67,52,78,65,69,39
70,69,46,82,2,82,86,98,35,17,96,13,66,32,80,75,15,78,87,4
64,41,43,63,90,9,68,11,84,98,45,62,53,65,28,42,49,44,22,23
4,99,97,74,52,54,81,18,99,60,46,36,83,44,29,74,8,63,51,91
7,41,63,81,55,81,54,75,63,25,60,37,97,11,72,69,79,28,43,87
32,63,70,7,61,74,96,5,19,8,85,7,32,24,19,96,40,48,24,59
54,16,73,96,77,15,7,8,13,31,4,87,80,98,84,31,24,32,76,57
66,39,35,50,86,44,55,49,58,82,19,46,29,70,17,35,9,83,80,1
41,17,52,76,39,36,29,85,33,8,95,8,2,66,96,39,8,75,39,13
82,76,56,75,9,48,49,100,27,36,95,91,10,33,73,3,93,15,32,22
72,88,16,84,74,59,69,1,56,14,46,29,33,2,14,64,21,7,49,83
97,36,57,16,34,15,21,55,19,16,82,62,31,58,86,57,96,54,28,39
54,69,70,46,84,91,61,87,68,7,93,67,2,4,94,37,34,75,16,32
33,30,43,62,38,65,33,91,6,71,68,21,17,27,57,43,96,84,40,27
11,54,84,94,83,17,89,85,4,9,38,96,45,20,40,47,35,73,29,30
62,84,74,84,18,57,14,88,29,62,41,67,77,45,45,32,7,89,25,43
78,60,37,90,13,94,11,75,8,18,44,55,69,77,71,23,62,17,65,20
43,34,46,59,88,79,96,12,91,66,68,87,72,63,27,12,56,21,96,57
10,30,39,59,5,69,16,51,85,50,47,56,46,32,3,14,91,89,19,66
27,46,78,86,69,47,16,17,40,29,96,3,92,30,95,95,21,47,91,69
16,43,74,4,74,27,16,84,17,84,36,49,99,8,100,50,79,19,57,36
29,36,44,89,44,57,9,93,44,82,34,81,94,18,78,75,35,73,20,96
45,56,70,41,38,25,46,17,42,94,90,74,47,73,99,32,98,89,71,25
53,75,95,4,98,32,67,89,73,1,55,58,91,9,49,1,84,80,66,75
46,43,79,75,40,92,84,39,41,65,75,1,39,92,13,62,72,85,34,40
88,43,71,16,45,89,80,39,96,1,13,72,61,43,47,36,22,54,53,85
52,13,11,15,16,80,72,28,92,11,46,45,57,8,75,65,2,21,3,38
95,3,39,61,33,93,48,87,96,11,8,66,85,58,68,85,22,54,3,71
64,30,60,26,32,18,71,75,35,37,67,76,29,84,88,11,54,85,80,35
96,32,46,33,90,52,96,45,30,24,71,81,67,35,76,59,11,22,11,88
25,66,6,41,25,63,51,71,89,35,92,3,61,78,62,59,86,72,69,76
68,96,23,41,32,92,31,95,22,25,67,78,66,71,28,53,92,87,78,44
29,94,84,39,41,67,79,18,14,39,70,57,31,60,34,46,34,48,80,41
68,46,2,61,71,39,24,25,53,43,86,8,34,38,84,97,47,47,71,38
70,25,87,17,15,75,24,65,91,65,47,26,19,40,39,19,1,95,95,45
7,77,8,19,88,82,47,81,41,79,46,14,11,43,9,56,32,63,30,39
26,76,67,10,9,61,62,86,22,27,81,57,29,43,87,63,49,81,100,8
23,75,51,33,47,9,62,40,8,85,83,55,36,22,44,4,27,41,56,45
67,75,22,77,4,93,13,12,94,75,20,7,54,50,18,65,69,33,66,61
85,11,58,24,76,6,13,9,61,83,3,99,100,4,1,84,92,38,95,31
35,69,13,75,71,53,29,37,38,19,6,26,3,57,66,40,58,72,23,41
79,47,68,70,22,12,74,83,67,7,15,32,71,5,37,44,27,20,99,11
68,22,60,83,68,39,42,22,80,62,18,31,91,88,38,9,93,49,18,48
1,10,6,83,56,82,83,80,34,71,63,5,87,87,45,59,7,13,95,30
61,83,6,30,86,25,94,66,70,12,3,53,12,34,52,88,63,14,96,2
39,18,16,31,56,89,40,3,21,10,48,26,96,98,31,21,95,95,18,89
92,17,2,53,91,72,6,79,96,60,68,41,45,96,48,10,52,64,6,22
1,67,44,33,42,38,58,93,72,82,12,95,88,99,1,19,96,44,27,69
47,90,84,84,36,25,75,50,17,82,24,92,87,16,18,67,28,71,55,16
43,52,62,82,49,26,33,84,45,9,29,13,36,1,31,74,53,53,78,98
47,71,53,56,26,77,50,14,64,74,18,60,64,25,75,64,92,66,61,51
78,16,87,27,93,5,23,76,93,91,33,36,87,35,59,47,22,78,32,90
33,96,10,69,47,69,94,93,53,46,81,72,3,24,71,32,83,62,44,73
79,55,91,24,26,63,49,84,63,8,30,53,8,76,81,65,14,51,85,50
48,68,11,46,44,75,54,26,69,25,78,27,38,23,86,57,44,49,63,61
4,4,52,39,71,98,23,22,93,74,56,50,15,45,12,67,88,12,28,35
18,81,15,54,41,39,10,53,16,5,56,86,4,26,66,13,71,92,52,53
73,75,56,100,19,27,7,40,41,43,74,73,79,35,76,68,50,44,89,80
48,13,1,76,86,88,82,48,32,55,78,20,33,91,71,69,61,43,18,28
16,53,77,99,59,81,78,100,70,96,91,16,82,2,61,94,8,3,83,30
35,33,85,24,38,47,20,61,90,21,14,38,18,14,4,83,25,52,19,35
61,55,92,53,23,10,90,95,50,12,80,87,68,39,20,18,3,97,10,88
20,40,99,6,22,57,69,50,81,65,19,69,88,85,34,95,85,28,4,10
74,42,51,76,53,19,66,44,33,11,3,64,76,22,65,20,2,75,2,21
25,19,28,61,44,54,100,78,55,99,13,15,23,94,22,22,56,12,97,31
92,26,11,86,75,36,4,75,39,25,14,8,36,97,8,1,12,77,89,36
27,3,51,99,8,32,43,45,90,61,13,88,37,38,99,31,59,77,5,73
77,93,59,93,85,73,49,6,68,82,94,43,27,99,21,28,63,55,68,89
19,66,77,41,68,52,59,9,83,84,28,49,34,13,99,59,75,17,98,6
29,94,9,1,14,80,9,80,12,49,95,47,9,77,62,40,31,94,23,8
10,17,67,55,86,21,67,66,28,77,64,52,46,58,25,19,92,21,9,2
58,93,52,21,20,68,6,4,77,92,88,28,46,63,52,40,79,2,36,20
69,80,18,22,61,6,56,56,22,91,37,24,3,49,72,16,11,61,74,3
55,58,94,33,55,81,72,72,4,22,24,90,64,23,26,84,29,61,61,47
43,45,60,10,17,68,49,12,44,55,19,91,6,15,12,15,91,47,46,25
65,26,45,75,1,95,62,22,94,79,55,61,17,64,55,68,12,60,92,92
65,76,95,75,78,10,22,82,27,20,26,37,69,81,22,76,79,73,1,72
68,23,66,55,77,91,65,14,57,75,31,60,56,67,32,2,11,41,52,49
64,7,46,34,43,51,39,89,36,48,2,67,1,48,98,15,77,60,15,8
95,77,84,84,6,62,11,93,3,59,59,90,29,95,31,4,67,43,51,54
21,68,54,56,59,32,38,2,51,27,97,9,38,60,95,81,78,13,57,67
71,72,56,96,18,8,27,38,83,9,85,54,15,23,42,5,94,35,65,61
24,65,69,90,73,86,25,17,26,30,1,43,8,69,2,67,18,55,21,42
12,42,37,36,54,15,63,55,5,92,64,62,47,33,32,46,3,13,35,12
61,40,24,55,26,38,53,11,25,48,36,56,38,75,16,81,84,9,33,82
46,82,58,35,92,63,42,4,67,27,12,23,83,100,100,36,48,29,62,25
46,32,87,63,76,100,22,94,33,77,55,11,54,27,46,3,11,68,60,51
67,82,41,80,89,52,86,98,66,78,42,1,82,94,55,22,9,46,69,81
78,79,12,75,7,100,87,37,2,3,52,6,47,70,27,72,12,50,17,51
36,86,45,13,19,23,29,65,72,88,89,33,2,10,89,55,17,6,66,31
67,51,31,83,74,40,62,7,40,80,15,78,1,25,11,87,98,8,77,87
42,64,41,3,70,70,78,21,4,33,44,34,17,94,83,74,29,34,40,6
85,96,84,42,78,7,96,4,41,67,6,62,37,48,43,11,60,34,40,74
84,45,41,74,51,75,92,47,72,30,39,100,72,89,93,98,86,99,70,91
26,7,40,79,43,43,39,16,93,93,73,65,16,78,53,74,25,76,24,47
62,87,37,37,62,82,17,100,99,29,10,54,28,2,88,2,73,65,95,47
59,64,15,75,86,38,80,43,99,17,67,24,65,78,36,68,41,89,14,16
55,36,27,90,68,32,12,96,90,75,30,74,29,69,41,49,32,52,52,97
87,100,9,25,53,99,16,73,87,48,60,89,33,87,60,4,66,38,5,88
27,23,43,13,30,72,36,59,81,66,16,86,16,59,92,12,40,89,32,49
32,66,26,23,71,42,85,55,56,97,44,60,39,63,14,8,12,25,33,41
12,61,30,36,39,10,59,71,42,32,2,66,90,12,5,61,98,17,95,13
94,39,43,29,57,74,59,1,13,8,23,92,89,22,41,24,52,66,21,93
65,15,12,93,89,64,93,79,66,80,27,44,40,4,60,15,51,26,49,1
48,3,50,6,85,8,58,93,87,37,52,29,68,45,92,54,33,16,45,19
64,43,71,60,90,13,1,1,28,59,22,64,26,33,30,94,20,28,83,33
55,19,25,17,94,99,81,83,85,19,35,30,95,29,55,62,87,30,2,6
65,73,79,84,82,50,61,77,8,8,75,63,63,50,79,69,27,1,79,15
55,38,8,17,1,3,48,100,38,16,42,5,21,19,33,24,54,23,55,73
73,85,40,51,1,6,27,23,27,83,6,100,11,94,10,21,56,68,5,49
53,74,1,100,9,15,26,92,16,31,40,21,57,95,45,4,97,99,52,34
100,58,23,36,27,90,49,65,64,39,48,61,28,60,3,67,27,26,45,24
22,18,1,5,3,47,23,11,32,66,83,35,8,1,68,51,27,62,50,46
11,96,19,22,43,57,5,27,96,82,31,72,16,91,12,49,31,98,66,19
11,27,15,40,35,50,17,77,50,77,83,3,5,69,20,87,56,50,51,33
7,93,27,34,55,7,26,81,74,38,57,7,69,8,54,97,38,31,75,27
41,23,18,23,93,90,20,11,2,19,6,93,79,100,63,76,25,60,95,84
45,38,14,94,30,29,61,47,61,65,27,9,81,32,38,25,68,55,80,70
37,9,60,69,34,27,83,22,58,1,59,34,27,81,61,68,27,13,44,34
77,65,91,97,86,60,82,93,81,29,48,53,90,47,85,76,97,56,10,59
63,19,94,44,35,48,81,33,66,64,20,25,61,59,71,59,50,15,94,29
78,5,23,95,14,37,71,86,88,60,24,55,2,48,40,83,43,26,38,27
94,73,49,1,51,66,86,26,91,33,79,79,35,56,58,93,57,53,76,26
98,35,38,62,86,94,79,88,16,99,62,53,54,18,25,64,62,82,81,68
20,67,53,81,39,63,21,19,20,13,15,94,63,59,73,2,81,72,81,52
14,39,27,24,70,29,100,76,80,74,72,15,45,16,35,19,89,51,60,8
